var_name;ka;Type;Name;Einheit;Kommentar;Icon;Formel
GWP_rcpi_district_heating;0;calculation;Absenkpfad-Integral Fernwärme;;;☁;(year_rcp1-year_rcp0+1)*(1+rcp1_dh)/2+(year_rcp2-year_rcp1+1)*(rcp1_dh+rcp2_dh)/2+(year_rcp3-year_rcp2+1)*(rcp2_dh+rcp3_dh)/2-rcp1_dh-rcp2_dh
GWP_rcpi_fossil;0;calculation;Absenkpfad-Integral Fossil;;;☁;(year_rcp1-year_rcp0+1)*(1+rcp1_fossil)/2+(year_rcp2-year_rcp1+1)*(rcp1_fossil+rcp2_fossil)/2+(year_rcp3-year_rcp2+1)*(rcp2_fossil+rcp3_fossil)/2-rcp1_fossil-rcp2_fossil
GWP_rcpi_natural_gas;0;calculation;Absenkpfad-Integral Gas;;;☁;GWP_rcpi_fossil
GWP_rcpi_biomass;0;calculation;Absenkpfad-Integral Biomasse;;;☁;GWP_rcpi_natural_gas
GWP_rcpi_mob_fossile;0;calculation;Absenkpfad-Integral MIV Fossil;;;☁;GWP_rcpi_biomass
GWP_rcpi_renewable;0;calculation;Absenkpfad-Integral Erneuerbar;;;☁;(year_rcp1-year_rcp0+1)*(1+rcp1_renewable)/2+(year_rcp2-year_rcp1+1)*(rcp1_renewable+rcp2_renewable)/2+(year_rcp3-year_rcp2+1)*(rcp2_renewable+rcp3_renewable)/2-rcp1_renewable-rcp2_renewable
fPE_grid_profile;2;userinput;Strom Konversionsprofil PE;;;⚖;🚦Signals!D2
district_heating_conversion_profile;1;value;Fernwärme Konversionsprofil;;;⚖;
fGHG_grid_profile;2;userinput;Strom Konversionsprofil THG;;;⚖;🚦Signals!D3
fPE_grid_column;0;calculation;Strom Konversionsprofil ID PE;;;⚖;"VERGLEICH(fPE_grid_profile;fPE[#Kopfzeilen];0)"
fGHG_grid_column;0;calculation;Strom Konversionsprofil ID THG;;;⚖;"VERGLEICH(fGHG_grid_profile;fGHG[#Kopfzeilen];0)"
heat_th2_is_dh;0;calculation;PE Heizen 2 ist Fernwärme;bool;;⚖;"--ISTZAHL(FINDEN(""Fernwärme"";heat_th2_carrier_type))"
heat_th4_is_dh;0;calculation;PE Heizen 4 ist Fernwärme;bool;;⚖;"--ISTZAHL(FINDEN(""Fernwärme"";heat_th4_carrier_type))"
cool_th2_is_dh;0;calculation;PE Kühlen 2 ist Fernwärme;bool;;⚖;"--ISTZAHL(FINDEN(""Fernwärme"";cool_th2_carrier_type))"
dhw1_is_dh;0;calculation;PE WWWB 1 ist Fernwärme;bool;;⚖;"--ISTZAHL(FINDEN(""Fernwärme"";dhw1_energy_carrier))"
dhw2_is_dh;0;calculation;PE WWWB 2 ist Fernwärme;bool;;⚖;"--ISTZAHL(FINDEN(""Fernwärme"";dhw2_energy_carrier))"
heat_th2_is_ng;0;calculation;PE Heizen 2 ist Erdgas;bool;;⚖;"--ISTZAHL(FINDEN(""Erdgas"";heat_th2_carrier_type))"
heat_th4_is_ng;0;calculation;PE Heizen 4 ist Erdgas;bool;;⚖;"--ISTZAHL(FINDEN(""Erdgas"";heat_th4_carrier_type))"
cool_th2_is_ng;0;calculation;PE Kühlen 2 ist Erdgas;bool;;⚖;"--ISTZAHL(FINDEN(""Erdgas"";cool_th2_carrier_type))"
dhw1_is_ng;0;calculation;PE WWWB 1 ist Erdgas;bool;;⚖;"--ISTZAHL(FINDEN(""Erdgas"";dhw1_energy_carrier))"
dhw2_is_ng;0;calculation;PE WWWB 2 ist Erdgas;bool;;⚖;"--ISTZAHL(FINDEN(""Erdgas"";dhw2_energy_carrier))"
heat_th2_is_bio;0;calculation;PE Heizen 2 ist Biomasse;bool;;⚖;"--ISTZAHL(FINDEN(""Biomasse"";heat_th2_carrier_type))"
heat_th4_is_bio;0;calculation;PE Heizen 4 ist Biomasse;bool;;⚖;"--ISTZAHL(FINDEN(""Biomasse"";heat_th4_carrier_type))"
cool_th2_is_bio;0;calculation;PE Kühlen 2 ist Biomasse;bool;;⚖;"--ISTZAHL(FINDEN(""Biomasse"";cool_th2_carrier_type))"
dhw1_is_bio;0;calculation;PE WWWB 1 ist Biomasse;bool;;⚖;"--ISTZAHL(FINDEN(""Biomasse"";dhw1_energy_carrier))"
dhw2_is_bio;0;calculation;PE WWWB 2 ist Biomasse;bool;;⚖;"--ISTZAHL(FINDEN(""Biomasse"";dhw2_energy_carrier))"
heat_th2_is_other;0;calculation;PE Heizen 2 ist Sonstige;bool;;⚖;"--NICHT(ODER(K885;K890;K895))"
heat_th4_is_other;0;calculation;PE Heizen 4 ist Sonstige;bool;;⚖;"--NICHT(ODER(K886;K891;K896))"
cool_th2_is_other;0;calculation;PE Kühlen 2 ist Sonstige;bool;;⚖;"--NICHT(ODER(K887;K892;K897))"
dhw1_is_other;0;calculation;PE WWWB 1 ist Sonstige;bool;;⚖;"--UND(NICHT(ODER(K888;K893;K898)); DHW_1_is_used)"
dhw2_is_other;0;calculation;PE WWWB 2 ist Sonstige;bool;;⚖;"--UND(NICHT(ODER(K889;K894;K899));DHW_2_is_used)"
fPE_flex_factor;1;value;Flexibler Netzbezug Anteil PE-Faktor;;;⚖;
pe_conversion_factor_gasoline;1;value;PE-Konversionsfaktor Kraftstoff;kWhPE/kWhEE;;⚖;
ghg_conversion_factor_gasoline;0;obsolet;;;;⚖;[@Buffer]
cfd_fPE;1;value;Primärenergiefaktor;kWhPE/kWhEE;f_PE;🏆;
cfd_A;1;value;Ausnutzungsfaktor Erneuerbare;kWhEE/m²GF;A;🏆;
cfd_dx;1;value;Skalierungsfaktor;-;dx;🏆;
cfd_EUI;1;value;Energieintensität Bedarf;kWhEE/m²NGFa;EUI;🏆;
cfd_cutoff;1;value;Maximum;kWhPE/m²NGFa;cutoff;🏆;
cfm_budget_residential;1;value;Mobilitätsbudget Wohnen;kWhPE/m²NGFa;;🏆;
cfm_budget_office;1;value;Mobilitätsbudget Büro;kWhPE/m²NGFa;;🏆;
cfm_budget_school;1;value;Mobilitätsbudget Ausbildung;kWhPE/m²NGFa;;🏆;
cfm_budget_retail;1;value;Mobilitätsbudget Handel + Sonstige;kWhPE/m²NGFa;;🏆;
cfr_budget;1;value;Kontextfaktor Sanierung;kWhPE/m²NGFa;;🏆;
StatPAX_res;0;calculation;Mobilitätsstatistische Nutzer Wohnen;StatPAX;;🚗;NFA_residential/density_NFApPers_residential
StatPAX_office;0;calculation;Mobilitätsstatistische Nutzer Büro;StatPAX;;🚗;NFA_office/density_NFApPers_office
StatPAX_edusec;0;calculation;Mobilitätsstatistische Nutzer Schule sekundär;StatPAX;;🚗;NFA_schoolsec/density_NFApPers_edu
StatPAX_eduprim;0;calculation;Mobilitätsstatistische Nutzer Schule primär;StatPAX;;🚗;NFA_schoolprim/density_NFApPers_edu_rpim
StatPAX_retail;0;calculation;Mobilitätsstatistische Nutzer Handel Supermarkt;StatPAX;;🚗;NFA_retailfood/density_NFApPers_retail
StatPAX_retailother;0;calculation;Mobilitätsstatistische Nutzer Handel Sonstige;StatPAX;;🚗;NFA_retailother/density_NFApPers_retail_other
e_kWhm2a;1;value;Test precision kWhm2NFAa;;;☑;
EV_charging_stations;2;userinput;Anzahl Ladestationen;-;;🚗;🚗!D48
EV_charging_station_power;2;userinput;Leistung Ladestation;kW;;🚗;🚗!D49
daylightcontr_office;1;value;Anteil Tageslichtgesteuert Büro;;;💡;
daylightcontr_schoolsec;1;value;Anteil Tageslichtgesteuert Ausbildung Sekundär;;;💡;
daylightcontr_schoolprim;1;value;Anteil Tageslichtgesteuert Ausbildung Primär;;;💡;
lighting_factor_retailfood;2;userinput;Beleuchtung Skalierung Büro;kWh/m²a;;💡;👤!V13
lighting_factor_retailother;2;userinput;Beleuchtung Skalierung Ausbildung Sekundär;kWh/m²a;;💡;👤!V14
lighting_factor_other;2;userinput;Beleuchtung Skalierung Ausbildung Primär;kWh/m²a;;💡;👤!V15
DHW_occupancy_residential;2;userinput;Personenbelegung Wohnen;m²NF/Pers;;💧;💧WW!D60
DHW_occupancy_office;2;userinput;Personenbelegung Büro;m²NF/Pers;;💧;💧WW!D61
DHW_occupancy_schoolsec;2;userinput;Personenbelegung Bildung sekundär;m²NF/Pers;;💧;💧WW!D62
DHW_occupancy_schoolprim;2;userinput;Personenbelegung Bildung primär;m²NF/Pers;;💧;💧WW!D63
DHW_occupancy_retailfood;2;userinput;Personenbelegung Handel Lebensmittel;m²NF/Pers;;💧;💧WW!D64
DHW_occupancy_retailother;2;userinput;Personenbelegung Handel sonstiger;m²NF/Pers;;💧;💧WW!D65
DHW_occupancy_other;2;userinput;Personenbelegung Sonstige;m²NF/Pers;;💧;💧WW!D66
DHW_concurrency_residential;2;userinput;WW Gleichzeitigkeitsfaktor Wohnen;;;💧;💧WW!D51
DHW_concurrency_office;2;userinput;WW Gleichzeitigkeitsfaktor Büro;;;💧;💧WW!D52
DHW_concurrency_schoolsec;2;userinput;WW Gleichzeitigkeitsfaktor Bildung sekundär;;;💧;💧WW!D53
DHW_concurrency_schoolprim;2;userinput;WW Gleichzeitigkeitsfaktor bildung primär;;;💧;💧WW!D54
DHW_concurrency_retailfood;2;userinput;WW Gleichzeitigkeitsfaktor Handel Lebensmittel;;;💧;💧WW!D55
DHW_concurrency_retailother;2;userinput;WW Gleichzeitigkeitsfaktor handel sonstiger;;;💧;💧WW!D56
DHW_concurrency_other;2;userinput;WW Gleichzeitigkeitsfaktor Sonstige;;;💧;💧WW!D57
DHW_storage_liter_pPerson;2;userinput;Warmwasser Speicher pro Person;l/Pers/Tag;;💧;💧WW!D46
DHW_thermal_power_pPerson;1;value;Warmwasser Ladeleistung Thermisch;W/Pers;;💧;
DHW_thermal_power_Wpl;0;calculation;Warmwasser Ladeleistung Thermisch pro Speicher;W/l;;💧;DHW_thermal_power_pPerson/DHW_storage_liter_pPerson
DHW_storage_env_temp_default;2;userinput;Warmwasser Speicher Umgebungstemperatur;°C;;💧;💧WW!D47
